id,pvalue,qvalue,ppde,lsmM75,lsmD75,FC,direction,P1,P2,Descriptions
Ssc.1095.1.A1_at,0.012265078,0.321892406,0.554291924,8.43917946,8.19402927,1.277813214,DOWN,3,3,"gb:NM_214438.1  DB_XREF=gi:47523929  GEN=CAV1  TID=Ssc.12842.1  CNT=23  FEA=FLmRNA  TIER=FL+Stack  STK=6  LL=404693  UG=Ssc.12842  DEF=Sus scrofa caveolin 1 (CAV1), mRNA.  PROD=caveolin 1  FL=gb:NM_214438.1 gb:AY490204.1  REP_ORG=S. scrofa"
Ssc.15249.1.S1_at,0.012314257,0.321892406,0.553871087,6.835718,6.44777582,1.473944558,DOWN,3,3,"gb:CF365867  DB_XREF=gi:34168897  DB_XREF=836524  TID=Ssc.13068.1  CNT=11  FEA=EST  TIER=Stack  STK=6  UG=Ssc.13068  UG_TITLE=Transcribed locus, moderately similar to NP_073587.1 zinc finger CCCH type domain containing 1 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.16709.1.A1_at,0.012391135,0.321892406,0.55321615,7.78683314,7.59540437,1.210978572,DOWN,3,3,"gb:CK456809  DB_XREF=gi:40804023  DB_XREF=921056  TID=Ssc.24145.1  CNT=13  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.24145  UG_TITLE=Transcribed locus, moderately similar to NP_057733.2 chromosome 20 open reading frame 6 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.7378.1.A1_at,0.012424203,0.321892406,0.552935527,7.95748623,7.6828482,1.316054216,DOWN,3,3,"gb:CF365000  DB_XREF=gi:34167149  DB_XREF=835599  TID=Ssc.18864.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18864  UG_TITLE=Transcribed locus, highly similar to NP_034009.2 carnitine deficiency-associated gene expressed in ventricle 1 (Mus musculus)  REP_ORG=S. scrofa"
Ssc.19289.1.S1_at,0.01243182,0.321892406,0.55287098,5.7474903,5.34191571,1.500164232,DOWN,3,3,gb:BX675987  DB_XREF=gi:38010122  DB_XREF=BX675987  CLONE=scac0029i.l.09  TID=Ssc.20593.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.20593  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.20385.1.S1_at,0.012443317,0.321892406,0.552773618,5.62869887,5.16231853,1.594213227,DOWN,3,3,"gb:BP439519  DB_XREF=gi:40429586  DB_XREF=BP439519  CLONE=LNG010096G07  TID=Ssc.16529.1  CNT=12  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.16529  UG_TITLE=Transcribed locus, highly similar to NP_689419.1 sorting nexin 6 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.18491.1.S1_at,0.012476752,0.321892406,0.552490922,2.66058693,1.55558653,3.019225676,DOWN,0,0,gb:BQ604213  DB_XREF=gi:21550939  DB_XREF=MI-P-CP1-nzb-e-06-0-UI.s1  CLONE=MI-P-CP1-nzb-e-06-0-UI  TID=Ssc.12388.2  CNT=6  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.12388  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.29333.1.A1_at,0.012500922,0.321892406,0.552286973,3.91116668,2.28613025,5.078604047,DOWN,2,3,"gb:CK458727  DB_XREF=gi:40830008  DB_XREF=923129  TID=Ssc.8563.2  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.8563  UG_TITLE=Transcribed locus, highly similar to NP_071401.3 chromosome 13 open reading frame 10 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.7739.1.A1_at,0.01250576,0.321892406,0.55224619,5.99455071,5.57435372,1.522261396,DOWN,0,2,gb:CF792520  DB_XREF=gi:37797081  DB_XREF=885463  TID=Ssc.22385.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.22385  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1733.1.A1_at,0.012541141,0.321892406,0.551948362,5.51972071,4.95945708,1.751134091,DOWN,1,2,"gb:CK465339  DB_XREF=gi:40836616  DB_XREF=936440  TID=Ssc.12340.1  CNT=7  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.12340  UG_TITLE=Transcribed locus, weakly similar to XP_220582.2 similar to RIKEN cDNA 1700019F09 (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.27078.1.A1_at,0.012572801,0.321892406,0.551682476,4.81085532,2.59044546,9.211105356,DOWN,2,3,gb:BF079616  DB_XREF=gi:10873446  DB_XREF=230266  TID=Ssc.23538.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.23538  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.21912.2.S1_at,0.012660365,0.322877738,0.55095013,5.99278277,5.5346875,1.581059623,DOWN,1,1,"gb:CF362873  DB_XREF=gi:34162959  DB_XREF=830674  TID=Ssc.18755.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18755  UG_TITLE=Transcribed locus, moderately similar to NP_660305.2 CG9886-like (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.24373.1.S1_at,0.012710298,0.323580252,0.550534488,7.86976054,7.16042946,2.032631136,DOWN,0,0,"gb:BP433056  DB_XREF=gi:40423123  DB_XREF=BP433056  CLONE=LNG010031A01  TID=Ssc.4436.1  CNT=9  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.4436  UG_TITLE=Transcribed locus, moderately similar to NP_003982.1 endothelin receptor type B (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.18483.1.A1_at,0.012733557,0.323580252,0.550341367,5.04566618,4.33049208,2.044542606,DOWN,3,3,gb:BX676033  DB_XREF=gi:38010168  DB_XREF=BX676033  CLONE=scac0036i.e.09  TID=Ssc.22067.1  CNT=6  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.22067  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.21837.1.S1_at,0.012745403,0.323580252,0.550243127,7.57843775,7.02681824,1.736062313,DOWN,0,0,gb:CN166891  DB_XREF=gi:46181321  DB_XREF=998973  TID=Ssc.26159.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.26159  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.28064.1.A1_at,0.012765717,0.323580252,0.550074846,5.84845896,5.44547739,1.496279315,DOWN,3,3,gb:BE231491  DB_XREF=gi:9016209  DB_XREF=AP  TID=Ssc.4450.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.4450  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.19250.1.S1_at,0.012891089,0.325604523,0.549041407,5.77555574,4.82951076,2.575503322,DOWN,3,3,"gb:CK464878  DB_XREF=gi:40836159  DB_XREF=935933  TID=Ssc.24875.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.24875  UG_TITLE=Transcribed locus, moderately similar to NP_006582.1 polymerase (DNA-directed), delta 3, accessory subunit (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1833.1.A1_at,0.01299397,0.326427155,0.54819989,8.62707472,8.162375,1.591536211,DOWN,3,3,gb:BX668930  DB_XREF=gi:37977962  DB_XREF=BX668930  CLONE=scac0030i.k.21  TID=Ssc.18244.1  CNT=8  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.18244  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.26364.1.S1_at,0.012995494,0.326427155,0.548187468,5.59428638,5.17259433,1.524538971,DOWN,3,3,gb:AJ652642  DB_XREF=gi:49335088  DB_XREF=AJ652642  CLONE=C0005181_N19  TID=Ssc.22734.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.22734  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1947.1.S1_at,0.013034492,0.32687219,0.547870034,6.4584685,5.81388751,1.905188569,DOWN,0,2,gb:CF368240  DB_XREF=gi:34173564  DB_XREF=852866  TID=Ssc.7456.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.7456  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.19183.1.S1_at,0.013087272,0.32741529,0.547441736,5.46390359,4.84279001,1.86099926,DOWN,0,0,"gb:CK464646  DB_XREF=gi:40835927  DB_XREF=935669  TID=Ssc.24756.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.24756  UG_TITLE=Transcribed locus, highly similar to NP_003316.3 HIR histone cell cycle regulation defective homolog A (S. cerevisiae) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1023.2.A1_at,0.013118251,0.327792672,0.547191049,6.05106079,5.55568838,1.641109291,DOWN,3,3,"gb:NM_214007.1  DB_XREF=gi:47522839  GEN=EGFR  TID=Ssc.55.1  CNT=20  FEA=FLmRNA  TIER=FL+Stack  STK=7  LL=397070  UG=Ssc.55  DEF=Sus scrofa epidermal growth factor receptor (EGFR), mRNA.  PROD=epidermal growth factor receptor  FL=gb:AY117054.1 gb:NM_214007.1  REP_ORG=S. scrofa"
Ssc.16877.1.S1_at,0.013147865,0.327792672,0.546951891,5.88714957,5.52994856,1.429323149,DOWN,3,3,gb:CK459838  DB_XREF=gi:40831119  DB_XREF=930062  TID=Ssc.5192.1  CNT=9  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.5192  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.18512.1.S1_at,0.01325776,0.328839122,0.546068484,5.2207935,4.5155327,2.024374573,DOWN,2,3,gb:CO946796  DB_XREF=gi:51313555  DB_XREF=UMC-p6mm3-010-h01  TID=Ssc.25324.1  CNT=10  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.25324  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.24673.1.S1_at,0.01327504,0.328839122,0.545930158,6.3724275,5.88966899,1.620538514,DOWN,0,2,"gb:BF443502  DB_XREF=gi:11503594  DB_XREF=261005  TID=Ssc.18578.2  CNT=4  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.18578  UG_TITLE=Transcribed locus, highly similar to NP_061898.1 spermine oxidase (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.12037.1.A1_at,0.013288111,0.328839122,0.545825629,3.40327931,1.50460507,6.677036424,DOWN,0,0,"gb:AB087965.1  DB_XREF=gi:29420725  TID=Ssc.17785.1  CNT=1  FEA=mRNA  TIER=ConsEnd  STK=0  UG=Ssc.17785  UG_TITLE=Transcribed locus, weakly similar to XP_204824.2 similar to T-cell receptor alpha-chain precursor (VJC) (Mus musculus)  DEF=Sus scrofa TCR-a mRNA for T cell receptor alpha chain, partial cds, clone:PPA210.  REP_ORG=S. scrofa"
Ssc.2493.1.S1_at,0.013368975,0.329757668,0.545180947,6.99397746,6.58441174,1.506163546,DOWN,3,3,"gb:BF703847  DB_XREF=gi:11989255  DB_XREF=MI-P-O2-abs-f-05-1-UM.s1  CLONE=MI-P-O2-abs-f-05-1-UM  TID=Ssc.10054.1  CNT=11  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.10054  UG_TITLE=Transcribed locus, moderately similar to XP_127780.3 RIKEN cDNA 4930570G11 gene (Mus musculus)  REP_ORG=S. scrofa"
Ssc.3059.1.S1_at,0.013416114,0.330532899,0.544806703,8.9078648,8.38938008,1.679480837,DOWN,0,1,gb:CK464929  DB_XREF=gi:40836210  DB_XREF=935987  TID=Ssc.25177.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.25177  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.26700.1.S1_at,0.013451335,0.331013036,0.544527827,5.14176225,4.83884689,1.353799874,DOWN,1,3,gb:BQ602668  DB_XREF=gi:21549394  DB_XREF=MI-P-NA-aeo-h-04-1-UM.s1  CLONE=MI-P-NA-aeo-h-04-1-UM  TID=Ssc.4506.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.4506  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.31122.1.A1_at,0.013531609,0.331553715,0.543894598,6.07720738,5.57777463,1.647786299,DOWN,0,0,"gb:CF180335  DB_XREF=gi:33292111  DB_XREF=815428  TID=Ssc.18010.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.18010  UG_TITLE=Transcribed locus, highly similar to NP_002342.1 SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.6659.1.S1_at,0.013566603,0.331553715,0.543619579,6.57479201,6.20058939,1.453831696,DOWN,3,3,gb:BF711181  DB_XREF=gi:12010658  DB_XREF=MI-P-AY1-nrc-h-11-0-UI.s1  CLONE=MI-P-AY1-nrc-h-11-0-UI  TID=Ssc.9663.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.9663  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.13326.2.A1_at,0.013681318,0.333212204,0.542722351,3.64095585,1.92631454,5.554682746,DOWN,3,3,"gb:CN165646  DB_XREF=gi:46180076  DB_XREF=996080  TID=Ssc.4209.1  CNT=29  FEA=EST  TIER=Stack  STK=10  UG=Ssc.4209  UG_TITLE=Transcribed locus, moderately similar to NP_758455.1 mitochondrial ribosomal protein L54 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.26303.1.A1_at,0.013683236,0.333212204,0.542707405,5.97520574,5.38426687,1.805682921,DOWN,3,3,gb:CA513709  DB_XREF=gi:25014266  DB_XREF=ZM2-4  CLONE=ZM2-4  TID=Ssc.26713.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.26713  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.15267.1.S1_at,0.013789049,0.334572568,0.541885705,7.34751231,6.94583039,1.494335939,DOWN,3,3,gb:CK464223  DB_XREF=gi:40835504  DB_XREF=935185  TID=Ssc.9737.1  CNT=9  FEA=EST  TIER=Stack  STK=6  UG=Ssc.9737  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.2792.1.S1_at,0.013810514,0.334572568,0.541719688,6.06144892,5.59078989,1.601048985,DOWN,0,0,"gb:BX925801  DB_XREF=gi:41142649  DB_XREF=BX925801  CLONE=scan0021d.p.04  TID=Ssc.26168.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.26168  UG_TITLE=Transcribed locus, weakly similar to NP_067428.2 pepsinogen 5, group I (Mus musculus)  REP_ORG=S. scrofa"
Ssc.30283.1.A1_at,0.013847042,0.334572568,0.541437687,8.73042914,8.32926217,1.493566629,DOWN,3,3,"gb:CF363679  DB_XREF=gi:34164554  DB_XREF=833574  TID=Ssc.1639.3  CNT=2  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.1639  UG_TITLE=Transcribed locus, moderately similar to XP_216372.2 similar to Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (UDP-glucose--hexose-1-phosphate uridylyltransferase) (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.5492.1.A1_at,0.013930287,0.334836954,0.540797441,6.58085913,6.08668994,1.639135863,DOWN,2,0,gb:BQ602086  DB_XREF=gi:21548812  DB_XREF=MI-P-HO-ahu-f-10-1-UM.s1  CLONE=MI-P-HO-ahu-f-10-1-UM  TID=Ssc.14383.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.14383  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.20910.1.S1_at,0.013935281,0.334836954,0.540759138,6.818419,6.46765082,1.420158067,DOWN,3,3,"gb:CN160662  DB_XREF=gi:46175092  DB_XREF=949859  TID=Ssc.27188.1  CNT=10  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.27188  UG_TITLE=Transcribed locus, highly similar to NP_005139.1 unc-119 homolog (C. elegans) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.6483.1.S1_at,0.013956732,0.334836954,0.540594749,6.40838226,5.73319763,1.964395629,DOWN,0,0,"gb:BI403461  DB_XREF=gi:15182522  DB_XREF=MI-P-CP1-nwo-h-05-0-UI.s1  CLONE=MI-P-CP1-nwo-h-05-0-UI  TID=Ssc.5276.2  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.5276  UG_TITLE=Transcribed locus, highly similar to NP_598455.1 F-box and leucine-rich repeat protein 15 (Mus musculus)  REP_ORG=S. scrofa"
Ssc.1496.1.S1_at,0.013991114,0.334895448,0.540331723,7.31874486,7.06454287,1.28943223,DOWN,3,3,gb:BE234559  DB_XREF=gi:9019277  DB_XREF=141704  TID=Ssc.2259.1  CNT=11  FEA=EST  TIER=Stack  STK=6  UG=Ssc.2259  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.25783.1.S1_at,0.014034312,0.335287664,0.540002052,7.89576577,7.7319895,1.177950743,DOWN,0,1,"gb:BE232930  DB_XREF=gi:9017648  DB_XREF=138306  TID=Ssc.25211.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.25211  UG_TITLE=Transcribed locus, moderately similar to NP_038703.1 spectrin beta 1 (Mus musculus)  REP_ORG=S. scrofa"
Ssc.28094.1.A1_at,0.014053368,0.335287664,0.539856905,3.28798221,0.62451178,14.34598956,DOWN,3,3,"gb:CF362082  DB_XREF=gi:34161384  DB_XREF=828467  TID=Ssc.2376.2  CNT=25  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.2376  UG_TITLE=Transcribed locus, highly similar to NP_077005.1 WD repeat domain 18 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.26889.1.A1_at,0.014055307,0.335287664,0.539842146,4.29926468,2.18555526,8.278894293,DOWN,3,3,gb:BI340225  DB_XREF=gi:15033517  DB_XREF=365437  TID=Ssc.27686.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.27686  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.20934.2.S1_at,0.014132997,0.33572471,0.539252235,4.5745126,3.51646319,2.88074635,DOWN,3,3,"gb:CN161030  DB_XREF=gi:46175460  DB_XREF=950275  TID=Ssc.24975.1  CNT=9  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.24975  UG_TITLE=Transcribed locus, highly similar to NP_000080.1 collagen, type I, alpha 2 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1577.1.S1_at,0.014248447,0.33629422,0.538380815,6.06328836,5.77475862,1.334464036,DOWN,3,3,"gb:CK466943  DB_XREF=gi:40838220  DB_XREF=938201  TID=Ssc.20538.1  CNT=10  FEA=EST  TIER=Stack  STK=6  UG=Ssc.20538  UG_TITLE=Transcribed locus, moderately similar to NP_080339.1 RIKEN cDNA 2900010M23 gene (Mus musculus)  REP_ORG=S. scrofa"
Ssc.19234.1.S1_a_at,0.014304501,0.33629422,0.537959938,6.44321282,5.95934551,1.622336364,DOWN,3,3,gb:BX927055  DB_XREF=gi:41143903  DB_XREF=BX927055  CLONE=scan0012d.i.22  TID=Ssc.927.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.927  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.4847.1.S1_at,0.01430655,0.33629422,0.53794458,7.90631335,7.50319959,1.496477121,DOWN,3,3,gb:BF704230  DB_XREF=gi:11989638  DB_XREF=MI-P-O3-aay-c-09-1-UM.s1  CLONE=MI-P-O3-aay-c-09-1-UM  TID=Ssc.8710.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.8710  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.12384.1.A1_at,0.014353239,0.33629422,0.537595161,4.60788172,3.95211848,1.926612424,DOWN,0,1,"gb:AF248304.1  DB_XREF=gi:9954352  TID=Ssc.15938.1  CNT=1  FEA=mRNA  TIER=ConsEnd  STK=0  UG=Ssc.15938  UG_TITLE=Transcribed locus, moderately similar to XP_234649.1 similar to immunoglobulin heavy chain variable region (Rattus norvegicus)  DEF=Sus scrofa clone 5 immunoglobulin heavy chain mRNA, partial cds.  REP_ORG=S. scrofa"
Ssc.25077.1.S1_at,0.01442828,0.336323676,0.537035628,6.37995623,5.97349933,1.501488426,DOWN,3,3,"gb:BX666832  DB_XREF=gi:37856550  DB_XREF=BX666832  CLONE=scac0025i.l.09  TID=Ssc.21909.1  CNT=7  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.21909  UG_TITLE=Transcribed locus, highly similar to NP_004429.1 EphA4 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1207.1.S1_at,0.014434421,0.336323676,0.536989951,5.67211003,5.36907218,1.353965711,DOWN,3,3,"gb:AY007222.1  DB_XREF=gi:9965490  TID=Ssc.15952.1  CNT=1  FEA=mRNA  TIER=ConsEnd  STK=0  UG=Ssc.15952  UG_TITLE=Glucocorticoid receptor mRNA, 3 prime UTR  DEF=Sus scrofa glucocorticoid receptor mRNA, 3 prime UTR.  REP_ORG=S. scrofa"
Ssc.30500.1.A1_at,0.014730225,0.339720597,0.534809586,7.63766862,7.29323405,1.411191764,DOWN,0,0,gb:CK464871  DB_XREF=gi:40836152  DB_XREF=935925  TID=Ssc.27435.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.27435  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.10578.1.A1_at,0.014734966,0.339720597,0.534774952,6.62345998,6.06638258,1.745563454,DOWN,0,0,"gb:NM_214382.1  DB_XREF=gi:47523819  GEN=PTHR1  TID=Ssc.14485.1  CNT=11  FEA=FLmRNA  TIER=FL  STK=2  LL=397675  UG=Ssc.14485  DEF=Sus scrofa parathyroid receptor (PTHR1), mRNA.  PROD=parathyroid receptor  FL=gb:U18315.1 gb:NM_214382.1  REP_ORG=S. scrofa"
Ssc.1966.3.S1_at,0.01477345,0.340080362,0.534494182,5.85413866,5.50601321,1.416409927,DOWN,3,3,gb:CO944098  DB_XREF=gi:51310857  DB_XREF=UMC-p4mm1-003-b11  TID=Ssc.30973.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.30973  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.17225.1.S1_at,0.014847284,0.340324447,0.533957288,3.44478382,1.58519843,6.421073978,DOWN,3,3,"gb:CN155726  DB_XREF=gi:46170156  DB_XREF=943049  TID=Ssc.26482.1  CNT=7  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.26482  UG_TITLE=Transcribed locus, highly similar to NP_060751.1 hypothetical protein FLJ10948 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.16650.1.S1_at,0.014867341,0.340324447,0.533811844,5.62821635,5.09635534,1.702096982,DOWN,3,3,gb:CF793161  DB_XREF=gi:37797722  DB_XREF=886183  TID=Ssc.8442.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=4  UG=Ssc.8442  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.13159.1.A1_at,0.014883115,0.340324447,0.533697578,3.60989685,1.06064866,12.79747889,DOWN,3,3,"gb:CN155276  DB_XREF=gi:46169706  DB_XREF=942561  TID=Ssc.7247.1  CNT=29  FEA=EST  TIER=Stack  STK=11  UG=Ssc.7247  UG_TITLE=Transcribed locus, highly similar to NP_008839.2 ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.18677.1.S1_at,0.014890516,0.340324447,0.533644002,4.78696558,3.91351223,2.395167941,DOWN,3,3,"gb:CN154517  DB_XREF=gi:46168947  DB_XREF=941727  TID=Ssc.26606.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.26606  UG_TITLE=Transcribed locus, highly similar to NP_689873.1 hypothetical protein MGC34648 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.6142.1.S1_at,0.014902908,0.340324447,0.533554348,5.85343534,5.49640522,1.429078913,DOWN,0,0,gb:BI181951  DB_XREF=gi:14656360  DB_XREF=UNL-P-FN-bb-c-11-0-UNL.s1  CLONE=UNL-P-FN-bb-c-11-0-UNL  TID=Ssc.12064.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.12064  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.27537.1.A1_at,0.014944456,0.340324447,0.53325423,5.50226569,5.11306582,1.47579949,DOWN,3,3,"gb:BQ602411  DB_XREF=gi:21549137  DB_XREF=MI-P-NA-ael-e-04-1-UM.s1  CLONE=MI-P-NA-ael-e-04-1-UM  TID=Ssc.3025.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.3025  UG_TITLE=Transcribed locus, moderately similar to NP_071364.4 Hermansky-Pudlak syndrome 4 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.22498.1.A1_at,0.014954397,0.340324447,0.53318253,4.89910537,4.15342622,2.107872511,DOWN,1,2,gb:CO948664  DB_XREF=gi:51325610  DB_XREF=UMC-p8mm4-007-g05  TID=Ssc.30616.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.30616  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.15137.1.A1_at,0.014958676,0.340324447,0.533151681,5.60936102,5.03331126,1.778997067,DOWN,3,3,gb:CO951024  DB_XREF=gi:51328008  DB_XREF=UMC-pd12cl-022-c08  TID=Ssc.1695.1  CNT=11  FEA=EST  TIER=Stack  STK=6  UG=Ssc.1695  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.24209.1.S1_at,0.014992195,0.340324447,0.53291029,8.36824158,7.89168887,1.610512917,DOWN,3,3,"gb:BF712749  DB_XREF=gi:12012224  DB_XREF=MI-P-H3-adl-e-10-1-UM.s1  CLONE=MI-P-H3-adl-e-10-1-UM  TID=Ssc.3615.1  CNT=12  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.3615  UG_TITLE=Transcribed locus, highly similar to NP_055152.1 peptidylprolyl isomerase (cyclophilin)-like 2 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.14427.1.A1_at,0.014999195,0.340324447,0.532859938,3.92277292,2.01174269,6.760049618,DOWN,3,3,"gb:BI184979  DB_XREF=gi:14659388  DB_XREF=UNL-P-FN-dc-h-09-0-UNL.s1  CLONE=UNL-P-FN-dc-h-09-0-UNL  TID=Ssc.16606.1  CNT=63  FEA=EST  TIER=Stack  STK=6  UG=Ssc.16606  UG_TITLE=Transcribed locus, highly similar to NP_598711.1 KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 (Mus musculus)  REP_ORG=S. scrofa"
Ssc.14490.1.S1_at,0.015013404,0.340324447,0.532757794,7.25159824,6.94071783,1.364626016,DOWN,3,3,"gb:CN159201  DB_XREF=gi:46173631  DB_XREF=948241  TID=Ssc.1187.1  CNT=30  FEA=EST  TIER=Stack  STK=6  UG=Ssc.1187  UG_TITLE=Transcribed locus, highly similar to NP_005156.1 aldolase C, fructose-bisphosphate (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.15587.1.S1_at,0.01502668,0.340324447,0.532662433,6.20413484,5.74167838,1.587969983,DOWN,3,3,"gb:CK464540  DB_XREF=gi:40835821  DB_XREF=935550  TID=Ssc.19538.1  CNT=15  FEA=EST  TIER=Stack  STK=11  UG=Ssc.19538  UG_TITLE=Transcribed locus, moderately similar to NP_219482.1 zinc finger protein 622 (Homo sapiens)  REP_ORG=S. scrofa"
